"causabas","capitulo_cid10","grupo_cid10","causabas_categoria","causabas_subcategoria"
"I241"," IX - Doenças do aparelho circulatório","Doenças isquêmicas do coração","I24 Outras doenças isquêmicas agudas do coração","I241 Síndrome de Dressler"
"I248"," IX - Doenças do aparelho circulatório","Doenças isquêmicas do coração","I24 Outras doenças isquêmicas agudas do coração","I248 Outras formas de doença isquêmica aguda do coração"
"I249"," IX - Doenças do aparelho circulatório","Doenças isquêmicas do coração","I24 Outras doenças isquêmicas agudas do coração","I249 Doença isquêmica aguda do coração não especificada"
"I250"," IX - Doenças do aparelho circulatório","Doenças isquêmicas do coração","I25 Doença isquêmica crônica do coração","I250 Doença cardiovascular aterosclerótica, descrita desta maneira"
"I251"," IX - Doenças do aparelho circulatório","Doenças isquêmicas do coração","I25 Doença isquêmica crônica do coração","I251 Doença aterosclerótica do coração"
"I252"," IX - Doenças do aparelho circulatório","Doenças isquêmicas do coração","I25 Doença isquêmica crônica do coração","I252 Infarto antigo do miocárdio"
"I253"," IX - Doenças do aparelho circulatório","Doenças isquêmicas do coração","I25 Doença isquêmica crônica do coração","I253 Aneurisma cardíaco"
"I254"," IX - Doenças do aparelho circulatório","Doenças isquêmicas do coração","I25 Doença isquêmica crônica do coração","I254 Aneurisma de artéria coronária"
"I255"," IX - Doenças do aparelho circulatório","Doenças isquêmicas do coração","I25 Doença isquêmica crônica do coração","I255 Miocardiopatia isquêmica"
"I256"," IX - Doenças do aparelho circulatório","Doenças isquêmicas do coração","I25 Doença isquêmica crônica do coração","I256 Isquemia miocárdica silenciosa"
"I258"," IX - Doenças do aparelho circulatório","Doenças isquêmicas do coração","I25 Doença isquêmica crônica do coração","I258 Outras formas de doença isquêmica crônica do coração"
"I259"," IX - Doenças do aparelho circulatório","Doenças isquêmicas do coração","I25 Doença isquêmica crônica do coração","I259 Doença isquêmica crônica do coração não especificada"
"I260"," IX - Doenças do aparelho circulatório","Doenças cardíaca pulmonar e da circulação pulmonar","I26 Embolia pulmonar","I260 Embolia pulmonar com menção de cor pulmonale agudo"
"I269"," IX - Doenças do aparelho circulatório","Doenças cardíaca pulmonar e da circulação pulmonar","I26 Embolia pulmonar","I269 Embolia pulmonar sem menção de cor pulmonale agudo"
"I270"," IX - Doenças do aparelho circulatório","Doenças cardíaca pulmonar e da circulação pulmonar","I27 Outras formas de doença cardíaca pulmonar","I270 Hipertensão pulmonar primária"
"I271"," IX - Doenças do aparelho circulatório","Doenças cardíaca pulmonar e da circulação pulmonar","I27 Outras formas de doença cardíaca pulmonar","I271 Cardiopatia cifoescoliótica"
"I272"," IX - Doenças do aparelho circulatório","Doenças cardíaca pulmonar e da circulação pulmonar","I27 Outras formas de doença cardíaca pulmonar","I272 Outra hipertensão pulmonar secundária"
"I278"," IX - Doenças do aparelho circulatório","Doenças cardíaca pulmonar e da circulação pulmonar","I27 Outras formas de doença cardíaca pulmonar","I278 Outras doenças pulmonares do coração especificadas"
"I279"," IX - Doenças do aparelho circulatório","Doenças cardíaca pulmonar e da circulação pulmonar","I27 Outras formas de doença cardíaca pulmonar","I279 Cardiopatia pulmonar não especificada"
"I280"," IX - Doenças do aparelho circulatório","Doenças cardíaca pulmonar e da circulação pulmonar","I28 Outras doenças dos vasos pulmonares","I280 Fístula arteriovenosa de vasos pulmonares"
"I281"," IX - Doenças do aparelho circulatório","Doenças cardíaca pulmonar e da circulação pulmonar","I28 Outras doenças dos vasos pulmonares","I281 Aneurisma da artéria pulmonar"
"I288"," IX - Doenças do aparelho circulatório","Doenças cardíaca pulmonar e da circulação pulmonar","I28 Outras doenças dos vasos pulmonares","I288 Outras doenças especificadas dos vasos pulmonares"
"I289"," IX - Doenças do aparelho circulatório","Doenças cardíaca pulmonar e da circulação pulmonar","I28 Outras doenças dos vasos pulmonares","I289 Doença não especificada dos vasos pulmonares"
"I300"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I30 Pericardite aguda","I300 Pericardite aguda idiopática não específica"
"I301"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I30 Pericardite aguda","I301 Pericardite infecciosa"
"I308"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I30 Pericardite aguda","I308 Outras formas de pericardite aguda"
"I309"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I30 Pericardite aguda","I309 Pericardite aguda não especificada"
"I310"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I31 Outras doenças do pericárdio","I310 Pericardite adesiva crônica"
"I311"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I31 Outras doenças do pericárdio","I311 Pericardite constritiva crônica"
"I312"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I31 Outras doenças do pericárdio","I312 Hemopericárdio não classificado em outra parte"
"I313"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I31 Outras doenças do pericárdio","I313 Derrame pericárdico (não-inflamatório)"
"I318"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I31 Outras doenças do pericárdio","I318 Outras doenças especificadas do pericárdio"
"I319"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I31 Outras doenças do pericárdio","I319 Doença não especificada do pericárdio"
"I320"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I32 Pericardite em doenças classificadas em outra parte","I320 Pericardite em doenças bacterianas classificadas em outra parte"
"I321"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I32 Pericardite em doenças classificadas em outra parte","I321 Pericardite em outras doenças infecciosas e parasitárias classificadas em outra parte"
"I328"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I32 Pericardite em doenças classificadas em outra parte","I328 Pericardite em outras doenças classificadas em outra parte"
"I330"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I33 Endocardite aguda e subaguda","I330 Endocardite infecciosa aguda e subaguda"
"I339"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I33 Endocardite aguda e subaguda","I339 Endocardite aguda não especificada"
"I340"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I34 Transtornos não-reumáticos da valva mitral","I340 Insuficiência (da valva) mitral"
"I341"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I34 Transtornos não-reumáticos da valva mitral","I341 Prolapso (da valva) mitral"
"I342"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I34 Transtornos não-reumáticos da valva mitral","I342 Estenose (da valva) mitral, não-reumática"
"I348"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I34 Transtornos não-reumáticos da valva mitral","I348 Outros transtornos não-reumáticos da valva mitral"
"I349"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I34 Transtornos não-reumáticos da valva mitral","I349 Transtornos não-reumáticos da valva mitral, não especificados"
"I350"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I35 Transtornos não-reumáticos da valva aórtica","I350 Estenose (da valva) aórtica"
"I351"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I35 Transtornos não-reumáticos da valva aórtica","I351 Insuficiência (da valva) aórtica"
"I352"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I35 Transtornos não-reumáticos da valva aórtica","I352 Estenose (da valva) aórtica com insuficiência"
"I358"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I35 Transtornos não-reumáticos da valva aórtica","I358 Outros transtornos da valva aórtica"
"I359"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I35 Transtornos não-reumáticos da valva aórtica","I359 Transtornos não especificados da valva aórtica"
"I360"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I36 Transtornos não-reumáticos da valva tricúspide","I360 Estenose (da valva) tricúspide não-reumática"
"I361"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I36 Transtornos não-reumáticos da valva tricúspide","I361 Insuficiência (da valva) tricúspide não-reumática"
"I362"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I36 Transtornos não-reumáticos da valva tricúspide","I362 Estenose (da valva) tricúspide com insuficiência, não-reumática"
"I368"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I36 Transtornos não-reumáticos da valva tricúspide","I368 Outros transtornos não-reumáticos da valva tricúspide"
"I369"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I36 Transtornos não-reumáticos da valva tricúspide","I369 Transtornos não-reumáticos da valva tricúspide, não especificados"
"I370"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I37 Transtornos da valva pulmonar","I370 Estenose da valva pulmonar"
"I371"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I37 Transtornos da valva pulmonar","I371 Insuficiência da valva pulmonar"
"I372"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I37 Transtornos da valva pulmonar","I372 Estenose da valva pulmonar com insuficiência"
"I378"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I37 Transtornos da valva pulmonar","I378 Outros transtornos da valva pulmonar"
"I379"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I37 Transtornos da valva pulmonar","I379 Transtornos não especificados da valva pulmonar"
"I38"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I38 Endocardite de valva não especificada","I38 Endocardite de valva não especificada"
"I390"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I39 Endocardite e transtornos valvulares cardíacos em doenças classificadas em outra parte","I390 Transtornos da valva mitral em doenças classificadas em outra parte"
"I391"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I39 Endocardite e transtornos valvulares cardíacos em doenças classificadas em outra parte","I391 Transtornos da valva aórtica em doenças classificadas em outra parte"
"I392"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I39 Endocardite e transtornos valvulares cardíacos em doenças classificadas em outra parte","I392 Transtornos da valva tricúspide em doenças classificadas em outra parte"
"I393"," IX - Doenças do aparelho circulatório","Outras formas de doença do coração","I39 Endocardite e transtornos valvulares cardíacos em doenças classificadas em outra parte","I393 Transtornos da valva pulmonar em doenças classificadas em outra parte"
