"causabas","capitulo_cid10","grupo_cid10","causabas_categoria"
"J12"," X - Doenças do aparelho respiratório","Influenza (gripe) e pneumonia","J12 Pneumonia viral não classificada em outra parte"
"J13"," X - Doenças do aparelho respiratório","Influenza (gripe) e pneumonia","J13 Pneumonia devida a Streptococcus pneumoniae"
"J14"," X - Doenças do aparelho respiratório","Influenza (gripe) e pneumonia","J14 Pneumonia devida a Haemophilus infuenzae"
"J15"," X - Doenças do aparelho respiratório","Influenza (gripe) e pneumonia","J15 Pneumonia bacteriana não classificada em outra parte"
"J16"," X - Doenças do aparelho respiratório","Influenza (gripe) e pneumonia","J16 Pneumonia devida a outros microorganismos infecciosos especificados não classificados em outra parte"
"J17"," X - Doenças do aparelho respiratório","Influenza (gripe) e pneumonia","J17 Pneumonia em doenças classificadas em outra parte"
"J18"," X - Doenças do aparelho respiratório","Influenza (gripe) e pneumonia","J18 Pneumonia por microorganismo não especificada"
"J20"," X - Doenças do aparelho respiratório","Outras infecções agudas das vias aéreas inferiores","J20 Bronquite aguda"
"J21"," X - Doenças do aparelho respiratório","Outras infecções agudas das vias aéreas inferiores","J21 Bronquiolite aguda"
"J22"," X - Doenças do aparelho respiratório","Outras infecções agudas das vias aéreas inferiores","J22 Infecções agudas não especificada das vias aéreas inferiores"
"J30"," X - Doenças do aparelho respiratório","Outras doenças das vias aéreas superiores","J30 Rinite alérgica e vasomotora"
"J31"," X - Doenças do aparelho respiratório","Outras doenças das vias aéreas superiores","J31 Rinite, nasofaringite e faringite crônicas"
"J32"," X - Doenças do aparelho respiratório","Outras doenças das vias aéreas superiores","J32 Sinusite crônica"
"J33"," X - Doenças do aparelho respiratório","Outras doenças das vias aéreas superiores","J33 Pólipo nasal"
"J34"," X - Doenças do aparelho respiratório","Outras doenças das vias aéreas superiores","J34 Outros transtornos do nariz e dos seios paranasais"
"J35"," X - Doenças do aparelho respiratório","Outras doenças das vias aéreas superiores","J35 Doenças crônicas das amígdalas e das adenóides"
"J36"," X - Doenças do aparelho respiratório","Outras doenças das vias aéreas superiores","J36 Abscesso periamigdaliano"
"J37"," X - Doenças do aparelho respiratório","Outras doenças das vias aéreas superiores","J37 Laringite e laringotraqueíte crônicas"
"J38"," X - Doenças do aparelho respiratório","Outras doenças das vias aéreas superiores","J38 Doenças das cordas vocais e da laringe não classificadas em outra parte"
"J39"," X - Doenças do aparelho respiratório","Outras doenças das vias aéreas superiores","J39 Outras doenças das vias aéreas superiores"
"J40"," X - Doenças do aparelho respiratório","Doenças crônicas das vias aéreas inferiores","J40 Bronquite não especificada como aguda ou crônica"
"J41"," X - Doenças do aparelho respiratório","Doenças crônicas das vias aéreas inferiores","J41 Bronquite crônica simples e a mucopurulenta"
"J42"," X - Doenças do aparelho respiratório","Doenças crônicas das vias aéreas inferiores","J42 Bronquite crônica não especificada"
"J43"," X - Doenças do aparelho respiratório","Doenças crônicas das vias aéreas inferiores","J43 Enfisema"
"J44"," X - Doenças do aparelho respiratório","Doenças crônicas das vias aéreas inferiores","J44 Outras doenças pulmonares obstrutivas crônicas"
"J45"," X - Doenças do aparelho respiratório","Doenças crônicas das vias aéreas inferiores","J45 Asma"
"J46"," X - Doenças do aparelho respiratório","Doenças crônicas das vias aéreas inferiores","J46 Estado de mal asmático"
"J47"," X - Doenças do aparelho respiratório","Doenças crônicas das vias aéreas inferiores","J47 Bronquectasia"
"J60"," X - Doenças do aparelho respiratório","Doenças pulmonares devidas a agentes externos","J60 Pneumoconiose dos mineiros de carvão"
"J61"," X - Doenças do aparelho respiratório","Doenças pulmonares devidas a agentes externos","J61 Pneumoconiose devida a amianto (asbesto) e outras fibras minerais"
"J62"," X - Doenças do aparelho respiratório","Doenças pulmonares devidas a agentes externos","J62 Pneumoconiose devida a poeira que contenham sílica"
"J63"," X - Doenças do aparelho respiratório","Doenças pulmonares devidas a agentes externos","J63 Pneumoconiose devida a outras poeiras inorgânicas"
"J64"," X - Doenças do aparelho respiratório","Doenças pulmonares devidas a agentes externos","J64 Pneumoconiose não especificada"
"J65"," X - Doenças do aparelho respiratório","Doenças pulmonares devidas a agentes externos","J65 Pneumoconiose associada com tuberculose"
"J66"," X - Doenças do aparelho respiratório","Doenças pulmonares devidas a agentes externos","J66 Doenças das vias aéreas devida a poeiras orgânicas específicas"
"J67"," X - Doenças do aparelho respiratório","Doenças pulmonares devidas a agentes externos","J67 Pneumonite de hipersensibilidade devida a poeiras orgânicas"
"J68"," X - Doenças do aparelho respiratório","Doenças pulmonares devidas a agentes externos","J68 Afecções respiratórias devidas a inalação de produtos químicos, gases, fumaças e vapores"
"J69"," X - Doenças do aparelho respiratório","Doenças pulmonares devidas a agentes externos","J69 Pneumonite devida a sólidos e líquidos"
"J70"," X - Doenças do aparelho respiratório","Doenças pulmonares devidas a agentes externos","J70 Afecções respiratórias devida a outros agentes externos"
"J80"," X - Doenças do aparelho respiratório","Outras doenças respiratórias que afetam principalmente o interstício","J80 Síndrome do desconforto respiratório do adulto"
"J81"," X - Doenças do aparelho respiratório","Outras doenças respiratórias que afetam principalmente o interstício","J81 Edema pulmonar, não especificado de outra forma"
"J82"," X - Doenças do aparelho respiratório","Outras doenças respiratórias que afetam principalmente o interstício","J82 Eosinofilia pulmonar, não classificada em outra parte"
"J84"," X - Doenças do aparelho respiratório","Outras doenças respiratórias que afetam principalmente o interstício","J84 Outras doenças pulmonares intersticiais"
"J85"," X - Doenças do aparelho respiratório","Afecções necróticas e supurativas das vias aéreas inferiores","J85 Abscesso do pulmão e do mediastino"
"J86"," X - Doenças do aparelho respiratório","Afecções necróticas e supurativas das vias aéreas inferiores","J86 Piotórax"
"J90"," X - Doenças do aparelho respiratório","Outras doenças da pleura","J90 Derrame pleural não classificado em outra parte"
"J91"," X - Doenças do aparelho respiratório","Outras doenças da pleura","J91 Derrame pleural em afecções classificadas em outra parte"
"J92"," X - Doenças do aparelho respiratório","Outras doenças da pleura","J92 Placas pleurais"
"J93"," X - Doenças do aparelho respiratório","Outras doenças da pleura","J93 Pneumotórax"
"J94"," X - Doenças do aparelho respiratório","Outras doenças da pleura","J94 Outras afecções pleurais"
"J95"," X - Doenças do aparelho respiratório","Outras doenças do aparelho respiratório","J95 Afecções respiratórias pós-procedimentos não classificadas em outra parte"
"J96"," X - Doenças do aparelho respiratório","Outras doenças do aparelho respiratório","J96 Insuficiência respiratória não classificada de outra parte"
"J98"," X - Doenças do aparelho respiratório","Outras doenças do aparelho respiratório","J98 Outros transtornos respiratórios"
"J99"," X - Doenças do aparelho respiratório","Outras doenças do aparelho respiratório","J99 Transtornos respiratórios em doenças classificadas em outra parte"
"K00"," XI - Doenças do aparelho digestivo","Doenças da cavidade oral, das glândulas salivares e dos maxilares","K00 Distúrbios do desenvolvimento e da erupção dos dentes"
"K01"," XI - Doenças do aparelho digestivo","Doenças da cavidade oral, das glândulas salivares e dos maxilares","K01 Dentes inclusos e impactados"
"K02"," XI - Doenças do aparelho digestivo","Doenças da cavidade oral, das glândulas salivares e dos maxilares","K02 Cárie dentária"
"K03"," XI - Doenças do aparelho digestivo","Doenças da cavidade oral, das glândulas salivares e dos maxilares","K03 Outras doenças dos tecidos dentários duros"
"K04"," XI - Doenças do aparelho digestivo","Doenças da cavidade oral, das glândulas salivares e dos maxilares","K04 Doenças da polpa e dos tecidos periapicais"
"K05"," XI - Doenças do aparelho digestivo","Doenças da cavidade oral, das glândulas salivares e dos maxilares","K05 Gengivite e doenças periodontais"
"K06"," XI - Doenças do aparelho digestivo","Doenças da cavidade oral, das glândulas salivares e dos maxilares","K06 Outros transtornos da gengiva e do rebordo alveolar sem dentes"
"K07"," XI - Doenças do aparelho digestivo","Doenças da cavidade oral, das glândulas salivares e dos maxilares","K07 Anomalias dentofaciais (inclusive a maloclusão)"
"K08"," XI - Doenças do aparelho digestivo","Doenças da cavidade oral, das glândulas salivares e dos maxilares","K08 Outros transtornos dos dentes e de suas estruturas de sustentação"
"K09"," XI - Doenças do aparelho digestivo","Doenças da cavidade oral, das glândulas salivares e dos maxilares","K09 Cistos da região bucal não classificados em outra parte"
"K10"," XI - Doenças do aparelho digestivo","Doenças da cavidade oral, das glândulas salivares e dos maxilares","K10 Outras doenças dos maxilares"
"K11"," XI - Doenças do aparelho digestivo","Doenças da cavidade oral, das glândulas salivares e dos maxilares","K11 Doenças das glândulas salivares"
"K12"," XI - Doenças do aparelho digestivo","Doenças da cavidade oral, das glândulas salivares e dos maxilares","K12 Estomatite e lesões correlatas"
"K13"," XI - Doenças do aparelho digestivo","Doenças da cavidade oral, das glândulas salivares e dos maxilares","K13 Outras doenças do lábio e da mucosa oral"
"K14"," XI - Doenças do aparelho digestivo","Doenças da cavidade oral, das glândulas salivares e dos maxilares","K14 Doenças da língua"
"K20"," XI - Doenças do aparelho digestivo","Doenças do esôfago, do estômago e do duodeno","K20 Esofagite"
"K21"," XI - Doenças do aparelho digestivo","Doenças do esôfago, do estômago e do duodeno","K21 Doença de refluxo gastroesofágico"
"K22"," XI - Doenças do aparelho digestivo","Doenças do esôfago, do estômago e do duodeno","K22 Outras doenças do esôfago"
"K23"," XI - Doenças do aparelho digestivo","Doenças do esôfago, do estômago e do duodeno","K23 Transtornos do esôfago em doenças classificadas em outra parte"
"K25"," XI - Doenças do aparelho digestivo","Doenças do esôfago, do estômago e do duodeno","K25 Úlcera gástrica"
"K26"," XI - Doenças do aparelho digestivo","Doenças do esôfago, do estômago e do duodeno","K26 Úlcera duodenal"
"K27"," XI - Doenças do aparelho digestivo","Doenças do esôfago, do estômago e do duodeno","K27 Úlcera péptica de localização não especificada"
"K28"," XI - Doenças do aparelho digestivo","Doenças do esôfago, do estômago e do duodeno","K28 Úlcera gastrojejunal"
"K29"," XI - Doenças do aparelho digestivo","Doenças do esôfago, do estômago e do duodeno","K29 Gastrite e duodenite"
"K30"," XI - Doenças do aparelho digestivo","Doenças do esôfago, do estômago e do duodeno","K30 Dispepsia"
"K31"," XI - Doenças do aparelho digestivo","Doenças do esôfago, do estômago e do duodeno","K31 Outras doenças do estômago e do duodeno"
"K35"," XI - Doenças do aparelho digestivo","Doenças do apêndice","K35 Apendicite aguda"
"K36"," XI - Doenças do aparelho digestivo","Doenças do apêndice","K36 Outras formas de apendicite"
"K37"," XI - Doenças do aparelho digestivo","Doenças do apêndice","K37 Apendicite, sem outras especificações"
"K38"," XI - Doenças do aparelho digestivo","Doenças do apêndice","K38 Outras doenças do apêndice"
"K40"," XI - Doenças do aparelho digestivo","Hérnias","K40 Hérnia inguinal"
"K41"," XI - Doenças do aparelho digestivo","Hérnias","K41 Hérnia femoral"
"K42"," XI - Doenças do aparelho digestivo","Hérnias","K42 Hérnia umbilical"
"K43"," XI - Doenças do aparelho digestivo","Hérnias","K43 Hérnia ventral"
"K44"," XI - Doenças do aparelho digestivo","Hérnias","K44 Hérnia diafragmática"
"K45"," XI - Doenças do aparelho digestivo","Hérnias","K45 Outras hérnias abdominais"
"K46"," XI - Doenças do aparelho digestivo","Hérnias","K46 Hérnia abdominal não especificada"
"K50"," XI - Doenças do aparelho digestivo","Enterites e colites não-infecciosas","K50 Doença de Crohn (enterite regional)"
"K51"," XI - Doenças do aparelho digestivo","Enterites e colites não-infecciosas","K51 Colite ulcerativa"
