"causabas","grupo_cid10"
"K036","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K037","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K038","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K039","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K040","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K041","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K042","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K043","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K044","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K045","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K046","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K047","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K048","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K049","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K050","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K051","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K052","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K053","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K054","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K055","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K056","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K060","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K061","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K062","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K068","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K069","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K070","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K071","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K072","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K073","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K074","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K075","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K076","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K078","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K079","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K080","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K081","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K082","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K083","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K088","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K089","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K090","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K091","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K092","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K098","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K099","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K100","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K101","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K102","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K103","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K108","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K109","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K110","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K111","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K112","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K113","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K114","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K115","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K116","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K117","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K118","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K119","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K120","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K121","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K122","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K130","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K131","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K132","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K133","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K134","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K135","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K136","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K137","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K140","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K141","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K142","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K143","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K144","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K145","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K146","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K148","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K149","Doenças da cavidade oral, das glândulas salivares e dos maxilares"
"K30","Doenças do esôfago, do estômago e do duodeno"
"K319","Doenças do esôfago, do estômago e do duodeno"
"K630","Outras doenças dos intestinos"
"K631","Outras doenças dos intestinos"
"K632","Outras doenças dos intestinos"
"K633","Outras doenças dos intestinos"
"K634","Outras doenças dos intestinos"
"K638","Outras doenças dos intestinos"
"K639","Outras doenças dos intestinos"
"K650","Doenças do peritônio"
"K658","Doenças do peritônio"
"K659","Doenças do peritônio"
"K660","Doenças do peritônio"
"K661","Doenças do peritônio"
"K669","Doenças do peritônio"
"K710","Doenças do fígado"
"K711","Doenças do fígado"
"K712","Doenças do fígado"
"K716","Doenças do fígado"
"K718","Doenças do fígado"
"K719","Doenças do fígado"
"K720","Doenças do fígado"
"K750","Doenças do fígado"
"K751","Doenças do fígado"
"K870","Transtornos da vesícula biliar, das vias biliares e do pâncreas"
"K871","Transtornos da vesícula biliar, das vias biliares e do pâncreas"
"K920","Outras doenças do aparelho digestivo"
"K921","Outras doenças do aparelho digestivo"
"K922","Outras doenças do aparelho digestivo"
"K929","Outras doenças do aparelho digestivo"
"K931","Outras doenças do aparelho digestivo"
"K938","Outras doenças do aparelho digestivo"
"L200","Dermatite e eczema"
"L208","Dermatite e eczema"
"L210","Dermatite e eczema"
"L211","Dermatite e eczema"
"L218","Dermatite e eczema"
"L219","Dermatite e eczema"
"L22","Dermatite e eczema"
"L230","Dermatite e eczema"
"L231","Dermatite e eczema"
"L232","Dermatite e eczema"
"L233","Dermatite e eczema"
"L234","Dermatite e eczema"
"L235","Dermatite e eczema"
"L236","Dermatite e eczema"
"L237","Dermatite e eczema"
"L238","Dermatite e eczema"
"L239","Dermatite e eczema"
"L240","Dermatite e eczema"
"L241","Dermatite e eczema"
"L242","Dermatite e eczema"
"L243","Dermatite e eczema"
"L244","Dermatite e eczema"
"L245","Dermatite e eczema"
"L246","Dermatite e eczema"
"L247","Dermatite e eczema"
"L248","Dermatite e eczema"
"L249","Dermatite e eczema"
"L250","Dermatite e eczema"
"L251","Dermatite e eczema"
"L252","Dermatite e eczema"
"L253","Dermatite e eczema"
"L254","Dermatite e eczema"
"L255","Dermatite e eczema"
"L258","Dermatite e eczema"
"L259","Dermatite e eczema"
"L26","Dermatite e eczema"
"L270","Dermatite e eczema"
"L271","Dermatite e eczema"
"L272","Dermatite e eczema"
"L278","Dermatite e eczema"
"L279","Dermatite e eczema"
"L280","Dermatite e eczema"
"L281","Dermatite e eczema"
"L282","Dermatite e eczema"
"L290","Dermatite e eczema"
"L291","Dermatite e eczema"
"L292","Dermatite e eczema"
"L293","Dermatite e eczema"
"L298","Dermatite e eczema"
"L299","Dermatite e eczema"
"L300","Dermatite e eczema"
"L301","Dermatite e eczema"
"L302","Dermatite e eczema"
"L303","Dermatite e eczema"
"L304","Dermatite e eczema"
"L305","Dermatite e eczema"
"L308","Dermatite e eczema"
"L309","Dermatite e eczema"
"L400","Afecções pápulo-descamativas"
"L401","Afecções pápulo-descamativas"
"L402","Afecções pápulo-descamativas"
"L403","Afecções pápulo-descamativas"
"L404","Afecções pápulo-descamativas"
"L405","Afecções pápulo-descamativas"
"L408","Afecções pápulo-descamativas"
"L409","Afecções pápulo-descamativas"
"L410","Afecções pápulo-descamativas"
"L411","Afecções pápulo-descamativas"
"L412","Afecções pápulo-descamativas"
"L413","Afecções pápulo-descamativas"
"L414","Afecções pápulo-descamativas"
"L415","Afecções pápulo-descamativas"
"L418","Afecções pápulo-descamativas"
"L419","Afecções pápulo-descamativas"
"L42","Afecções pápulo-descamativas"
"L430","Afecções pápulo-descamativas"
"L431","Afecções pápulo-descamativas"
"L432","Afecções pápulo-descamativas"
"L433","Afecções pápulo-descamativas"
"L438","Afecções pápulo-descamativas"
"L439","Afecções pápulo-descamativas"
"L440","Afecções pápulo-descamativas"
"L441","Afecções pápulo-descamativas"
"L442","Afecções pápulo-descamativas"
"L443","Afecções pápulo-descamativas"
"L444","Afecções pápulo-descamativas"
"L448","Afecções pápulo-descamativas"
"L449","Afecções pápulo-descamativas"
"L45","Afecções pápulo-descamativas"
"L500","Urticária e eritema"
"L501","Urticária e eritema"
"L502","Urticária e eritema"
"L503","Urticária e eritema"
"L504","Urticária e eritema"
"L505","Urticária e eritema"
"L506","Urticária e eritema"
"L508","Urticária e eritema"
"L509","Urticária e eritema"
"L52","Urticária e eritema"
"L530","Urticária e eritema"
"L531","Urticária e eritema"
"L532","Urticária e eritema"
"L533","Urticária e eritema"
"L538","Urticária e eritema"
"L539","Urticária e eritema"
"L540","Urticária e eritema"
"L550","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L551","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L552","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L558","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L559","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L560","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L561","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L562","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L563","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L564","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L568","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L569","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L570","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L571","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L572","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L573","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L574","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L575","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L578","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L579","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L580","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L581","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L589","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L590","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L598","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
"L599","Transtornos da pele e do tecido subcutâneo relacionados com a radiação"
