"causabas","capitulo_cid10","grupo_cid10","causabas_categoria"
"C850"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C85.0 Linfossarcoma"
"C851"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C85.1 Linfoma de células B, não especificado"
"C857"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C85.7 Outros tipos especificados de linfoma não-Hodgkin"
"C859"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C85.9 Linfoma não-Hodgkin de tipo não especificado"
"C880"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C88.0 Macroglobulinemia de Waldenström"
"C881"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C88.1 Doença de cadeia pesada alfa"
"C882"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C88.2 Doença de cadeia pesada gama"
"C883"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C88.3 Doença imunoproliferativa do intestino delgado"
"C887"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C88.7 Outras doenças imunoproliferativas malignas"
"C889"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C88.9 Doença imunoproliferativa maligna, não especificada"
"C900"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C90.0 Mieloma múltiplo"
"C901"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C90.1 Leucemia plasmocitária"
"C902"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C90.2 Plasmocitoma extramedular"
"C910"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C91.0 Leucemia linfoblástica aguda"
"C911"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C91.1 Leucemia linfocítica crônica"
"C912"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C91.2 Leucemia linfocítica subaguda"
"C913"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C91.3 Leucemia pró-linfocítica"
"C914"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C91.4 Leucemia de células pilosas"
"C915"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C91.5 Leucemia de células T do adulto"
"C917"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C91.7 Outras leucemias linfóides"
"C919"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C91.9 Leucemia linfóide, não especificada"
"C920"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C92.0 Leucemia mielóide aguda"
"C921"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C92.1 Leucemia mielóide crônica"
"C922"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C92.2 Leucemia mielóide subaguda"
"C923"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C92.3 Sarcoma mielóide"
"C924"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C92.4 Leucemia pró-mielocítica aguda"
"C925"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C92.5 Leucemia mielomonocítica aguda"
"C927"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C92.7 Outras leucemias mielóides"
"C929"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C92.9 Leucemia mielóide, não especificada"
"C930"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C93.0 Leucemia monocítica aguda"
"C931"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C93.1 Leucemia monocítica crônica"
"C932"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C93.2 Leucemia monocítica subaguda"
"C937"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C93.7 Outras leucemias monocíticas"
"C939"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C93.9 Leucemia monocítica, não especificada"
"C940"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C94.0 Eritremia e eritroleucemia agudas"
"C941"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C94.1 Eritremia crônica"
"C942"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C94.2 Leucemia megacarioblástica aguda"
"C943"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C94.3 Leucemia de mastócitos"
"C944"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C94.4 Panmielose aguda"
"C945"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C94.5 Mielofibrose aguda"
"C947"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C94.7 Outras leucemias especificadas"
"C950"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C95.0 Leucemia aguda de tipo celular não especificado"
"C951"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C95.1 Leucemia crônica de tipo celular não especificado"
"C952"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C95.2 Leucemia subaguda de tipo celular não especificado"
"C957"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C95.7 Outras leucemias de tipo celular não especificado"
"C959"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C95.9 Leucemia não especificada"
"C960"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C96.0 Doença de Letterer-Siwe"
"C961"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C96.1 Histiocitose maligna"
"C962"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C96.2 Tumor maligno de mastócitos"
"C963"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C96.3 Linfoma histiocítico verdadeiro"
"C967"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C96.7 Outras neoplasias malignas especificadas dos tecidos linfático, hematopoético e tecidos correlatos"
"C969"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C96.9 Neoplasia maligna dos tecidos linfático, hematopoético e tecidos correlatos, não especificada"
"C97"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C97. Neoplasias malignas de localizações múltiplas independentes (primárias)"
"D000"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D00.0 Carcinoma in situ dos lábios, cavidade oral e faringe"
"D001"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D00.1 Carcinoma in situ do esôfago"
"D002"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D00.2 Carcinoma in situ do estômago"
"D010"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D01.0 Carcinoma in situ do cólon"
"D011"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D01.1 Carcinoma in situ da junção retossigmóide"
"D012"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D01.2 Carcinoma in situ do reto"
"D013"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D01.3 Carcinoma in situ do ânus e canal anal"
"D014"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D01.4 Carcinoma in situ de outras partes do intestino e as não especificadas"
"D015"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D01.5 Carcinoma in situ do fígado, vesícula biliar e vias biliares"
"D017"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D01.7 Carcinoma in situ de outros órgãos especificados do aparelho digestivo"
"D019"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D01.9 Carcinoma in situ de órgãos digestivos, não especificado"
"D020"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D02.0 Carcinoma in situ da laringe"
"D021"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D02.1 Carcinoma in situ da traquéia"
"D022"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D02.2 Carcinoma in situ dos brônquios e pulmões"
"D023"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D02.3 Carcinoma in situ de outras partes do aparelho respiratório"
"D029"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D02.9 Carcinoma in situ do aparelho respiratório, não especificado"
"D030"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D03.0 Melanoma in situ do lábio"
"D031"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D03.1 Melanoma in situ da pálpebra, incluindo o canto"
"D032"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D03.2 Melanoma in situ da orelha e do conduto auditivo externo"
"D033"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D03.3 Melanoma in situ de outras partes, e de partes não especificadas da face"
"D034"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D03.4 Melanoma in situ do couro cabeludo e do pescoço"
"D035"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D03.5 Melanoma in situ do tronco"
"D036"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D03.6 Melanoma in situ dos membros superiores, incluindo ombro"
"D037"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D03.7 Melanoma in situ dos membros inferiores, incluindo quadril"
"D038"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D03.8 Melanoma in situ de outras localizações"
"D039"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D03.9 Melanoma in situ, não especificado"
"D040"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D04.0 Carcinoma in situ da pele do lábio"
"D041"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D04.1 Carcinoma in situ da pele da pálpebra, incluindo o canto"
"D042"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D04.2 Carcinoma in situ da pele da orelha e do conduto auditivo externo"
"D043"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D04.3 Carcinoma in situ da pele de outras partes e de partes não especificadas da face"
"D044"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D04.4 Carcinoma in situ da pele do couro cabeludo e do pescoço"
"D045"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D04.5 Carcinoma in situ da pele do tronco"
"D046"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D04.6 Carcinoma in situ da pele dos membros superiores, incluindo ombro"
"D047"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D04.7 Carcinoma in situ da pele dos membros inferiores, incluindo quadril"
"D048"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D04.8 Carcinoma in situ da pele de outras localizações"
"D049"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D04.9 Carcinoma in situ da pele, não especificada"
"D050"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D05.0 Carcinoma lobular in situ"
"D051"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D05.1 Carcinoma intraductal in situ"
"D057"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D05.7 Outros carcinomas in situ"
"D059"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D05.9 Carcinoma in situ da mama, não especificado"
"D060"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D06.0 Carcinoma in situ do endocérvix"
"D061"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D06.1 Carcinoma in situ do exocérvix"
"D067"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D06.7 Carcinoma in situ de outras partes do colo do útero"
"D069"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D06.9 Carcinoma in situ do colo do útero, não especificado"
"D070"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D07.0 Carcinoma in situ do endométrio"
"D071"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D07.1 Carcinoma in situ da vulva"
"D072"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D07.2 Carcinoma in situ da vagina"
"D073"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D07.3 Carcinoma in situ de outros órgãos genitais femininos e os não especificados"
"D074"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D07.4 Carcinoma in situ do pênis"
"D075"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D07.5 Carcinoma in situ da próstata"
"D076"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D07.6 Carcinoma in situ de outros órgãos genitais masculinos e os não especificados"
"D090"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D09.0 Carcinoma in situ da bexiga"
"D091"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D09.1 Carcinoma in situ de outros órgãos urinários e os não especificados"
"D092"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D09.2 Carcinoma in situ do olho"
"D093"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D09.3 Carcinoma in situ da tireóide e de outras glândulas endócrinas"
"D097"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D09.7 Carcinoma in situ de outras localizações especificadas"
"D099"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D09.9 Carcinoma in situ, não especificado"
"D100"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D10.0 Neoplasia benigna dos lábios"
"D101"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D10.1 Neoplasia benigna da língua"
"D102"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D10.2 Neoplasia benigna do assoalho da boca"
"D103"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D10.3 Neoplasia benigna de outras partes da boca e as não especificadas"
"D104"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D10.4 Neoplasia benigna da amígdala"
"D105"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D10.5 Neoplasia benigna de outras partes da orofaringe"
"D106"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D10.6 Neoplasia benigna da nasofaringe"
"D107"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D10.7 Neoplasia benigna da hipofaringe"
"D109"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D10.9 Neoplasia benigna da faringe, não especificada"
"D110"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D11.0 Neoplasia benigna da glândula parótida"
"D117"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D11.7 Neoplasia benigna de outras glândulas salivares maiores"
"D119"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D11.9 Neoplasia benigna da glândula salivar maior, não especificada"
"D120"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D12.0 Neoplasia benigna do ceco"
"D121"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D12.1 Neoplasia benigna do apêndice (vermiforme)"
"D122"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D12.2 Neoplasia benigna do cólon ascendente"
"D123"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D12.3 Neoplasia benigna do cólon transverso"
"D124"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D12.4 Neoplasia benigna do cólon descendente"
"D125"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D12.5 Neoplasia benigna do cólon sigmóide"
"D126"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D12.6 Neoplasia benigna do cólon, não especificada"
"D127"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D12.7 Neoplasia benigna da junção retossigmóide"
"D128"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D12.8 Neoplasia benigna do reto"
"D129"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D12.9 Neoplasia benigna do canal anal e ânus"
"D130"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D13.0 Neoplasia benigna do esôfago"
"D131"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D13.1 Neoplasia benigna do estômago"
"D132"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D13.2 Neoplasia benigna do duodeno"
"D133"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D13.3 Neoplasia benigna de outras partes e partes não especificadas do intestino delgado"
"D134"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D13.4 Neoplasia benigna do fígado"
"D135"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D13.5 Neoplasia benigna das vias biliares extra-hepáticas"
"D136"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D13.6 Neoplasia benigna do pâncreas"
"D137"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D13.7 Neoplasia benigna do pâncreas endócrino"
"D139"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D13.9 Neoplasia benigna de localizações mal definidas do aparelho digestivo"
"D140"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D14.0 Neoplasia benigna do ouvido médio, cavidade nasal e seios paranasais"
